pk_localidade;cd_cep;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
6870;31230000;PRACA RAMATIS;161;PARQUE RIACHUELO;BELO HORIZONTE;MG;-19,8909944;-43,9523488
6871;76964173;AVENIDA DAS COMUNICACOES;1941;JARDIM SAUDE;CACOAL;RO;-11,4315097;-61,4368675
6872;85555000;AVENIDA CORONEL JOSE OSORIO;646;CENTRO;PALMAS;PR;-26,4853384;-51,9884729
6873;46440000;RUA DANIEL FARIAS;SN;CENTRO;MALHADA;BA;-14,3389365;-43,7746062
6874;39520000;FAZENDA MUCAMBO DOS BOIS;SN;ZONA RURAL;PORTEIRINHA;MG;-15,741151;-43,0280584
6875;11350010;AVENIDA JOAO FRANCISCO BENSDORF;372;CIDADE NAUTICA;SAO VICENTE;SP;-23,9541038;-46,4109421
6876;62690000;RUA SAO PEDRO;SN;FLECHEIRAS;TRAIRI;CE;-3,2768629;-39,2680311
6877;29123220;RUA CAROLINA LEAL;57;JABURUNA;VILA VELHA;ES;-20,3326824;-40,2980882
6878;62598000;RUA SANTA LUZIA;300;CENTRO;JIJOCA DE JERICOACOARA;CE;-2,8963693;-40,4516349
6879;08210040;AVENIDA MAESTRO VILAS BOAS;681;PARQUE VITORIA;SAO PAULO;SP;-23,5886115;-46,4813853
6880;84250000;AVENIDA BRASIL;SN;CHARQUEADA;IMBAU;PR;-24,4489357;-50,7645178
6881;65760000;PRACA SENADOR VITORINO FREIRE;196;CENTRO;PRESIDENTE DUTRA;MA;-5,2901891;-44,4953746
6882;69250000;RUA PARICATUBA;313;VISTA ALEGRE;CAREIRO;AM;-3,8121211;-60,3455265
6883;04648001;RUA DOUTOR GENTIL LEITE MARTINS;518;JARDIM PRUDENCIA;SAO PAULO;SP;-23,6493458;-46,6727504
6884;30140092;RUA GONCALVES DIAS;1434;LOURDES;BELO HORIZONTE;MG;-19,9309794;-43,9382782
6885;47120000;AVENIDA CORONEL ANTONIO RODRIGUES VIANA;SN;CENTRO;BURITIRAMA;BA;-10,7172177;-43,6312012
6886;06322670;RUA JACOB CSIPATI;156;VILA SILVIANIA;CARAPICUIBA;SP;-23,5350979;-46,8344971
6887;98280000;RUA OSCAR SCHNEIDER;170;ARCO IRIS;PANAMBI;RS;-28,311768;-53,5136305
6888;95320000;RUA RSC;324;VILA SABIA;NOVA PRATA;RS;-28,7814459;-51,607615
6889;68750000;RODOVIA PA 136;;CENTRO;CURUCA;PA;-0,7624298;-47,8544701
6890;85465000;RUA BELEM;SN;CENTRO;ESPIGAO ALTO DO IGUACU;PR;-25,4231145;-52,8371791
6891;95840971;RODOVIA BR 386;;COXILHA VELHA;TRIUNFO;RS;-29,942856;-51,7184565
6892;69400000;COMUNIDADE VILA SIAO CAMPINAS;SN;ZONA RURAL;MANACAPURU;AM;-3,2941768;-60,6343946
6893;68900909;AVENIDA FAB;1062;CENTRAL;MACAPA;AP;0,0409528;-51,0593755
6894;65390000;POVOADO BELA VISTA;SN;ZONA RURAL;SANTA LUZIA;MA;-3,9697934;-45,6635644
6895;58865000;RUA FRANCISCO DE PAULA SALDANHA;SN;CENTRO;SAO BENTO;PB;-6,493977;-37,449184
6896;64780000;CAMPO POVOADO BARREIRO DOS DOUCAS;SN;CENTRO;ANISIO DE ABREU;PI;-9,1862852;-43,049719
6897;23045830;ESTRADA DO MONTEIRO;425;CAMPO GRANDE;RIO DE JANEIRO;RJ;-22,9168755;-43,5633969
6898;86010790;RUA HUMBERTO PICCININ;141;VILA GUARUJA;LONDRINA;PR;-23,3290285;-51,1518881
6899;62550000;RUA JOSE IBIAPINA ROCHA;;CENTRO;MORRINHOS;CE;-3,2266113;-40,1228644
6900;86150000;RUA LUCIANO ALVES TEIXEIRA NOGUEIRA;344;CENTRO;ALVORADA DO SUL;PR;-22,7817871;-51,2304686
6902;17026837;RUA ANTONIO MASCERI;1;NUCLEO HAB NOBUJI NAGASAWA;BAURU;SP;-22,2935868;-49,059702
6903;35300040;RUA CORONEL PEDRO MARTINS;23;CENTRO;CARATINGA;MG;-19,7886236;-42,1400318
6904;69317234;RUA EUCLIDES GOMES DA SILVA;SN;ALVORADA;BOA VISTA;RR;2,8182364;-60,7529518
6905;12020130;AVENIDA GRANADEIRO GUIMARAES;416;CENTRO;TAUBATE;SP;-23,0220864;-45,5572313
6906;30170080;RUA SANTA CATARINA;810;LOURDES;BELO HORIZONTE;MG;-19,9277294;-43,9452378
6907;76960000;LIN;7;ZONA RURAL;CACOAL;RO;-11,4350904;-61,4723939
6908;13380000;FAZENDA SAO FERNANDO;SN;VENTANIA;MOMBUCA;SP;-22,9428223;-47,5963285
6909;43900000;RUA CURUPEBA;SN;CAIPE DE CIMA;SAO FRANCISCO DO CONDE;BA;-12,6187909;-38,6789542
6910;35447000;RUA GETULIO ETRUSCO;108;CENTRO;BARRA LONGA;MG;-20,2825138;-43,0412281
6911;37240000;PRACA DO CARMO;120;CENTRO;LUMINARIAS;MG;-21,5107696;-44,9041132
6913;88164084;RUA LIBORIO FRANCISCO GOEDERT;312;VENDAVAL;BIGUACU;SC;-27,4934312;-48,6663518
6914;11673220;RUA EPITACO PESSOA;240;POIARES;CARAGUATATUBA;SP;-23,6380437;-45,4348745
6915;77318000;RUA DONHA PINTO CARVALHO;SN;CENTRO;NOVO JARDIM;TO;-11,8201782;-46,6236058
6916;65500000;POVOADO OITEIRO;SN;ZONA RURAL;CHAPADINHA;MA;-3,7415256;-43,360096
6917;36400000;RUA BARAO DE SUASSUI;623;SANTA EFIGENIA;CONSELHEIRO LAFAIETE;MG;-20,6551875;-43,7889377
6918;65082141;RUA RAINHA ELIZABETH;12;ALTO ESPERANCA;SAO LUIS;MA;-2,5474343;-44,3132578
6919;39260000;RUA SAFIRA;1350;CENTRO;VARZEA DA PALMA;MG;-17,4888;-44,770458
6920;54768210;RUA BELCHIOR DE ATAIDE DOS SANTOS;401;CENTRO;CAMARAGIBE;PE;-8,0212208;-34,9814307
6921;95780000;LINH LAGEADINHO;SN;LAGEADINHO;MONTENEGRO;RS;-29,6829126;-51,4684153
6922;64670000;RUA VEREADOR FRANCISCO JOAQUIM SOBRADINHO;79;CENTRO;SAO JULIAO;PI;-7,0843099;-40,8250037
6923;18270010;RUA TOMAZ MACHADO JR;135;JARDIM WANDERLEY;TATUI;SP;-23,3486169;-47,8723194
6924;58410050;RUA PREFEITO ANTONIO SOUSA;SN;LIBERDADE;CAMPINA GRANDE;PB;-7,2322785;-35,886026
6925;58450000;RUA INDEPENDENCIA;SN;CENTRO;BOQUEIRAO;PB;-7,4819416;-36,135257
6926;45490000;RUA MILTON ASSIS;SN;CENTRO;LAJE;BA;-13,1644215;-39,4330874
6927;89196000;RUA BENJAMIM BERTOTTI;SN;CENTRO;SALETE;SC;-26,979497;-50,0115065
6928;64180000;LOCALIDADE PATIS;SN;ZONA RURAL;ESPERANTINA;PI;-3,8945587;-42,2342198
6929;18055089;RUA LUIZ GABRIOTTI;213;WANEL VILLE II;SOROCABA;SP;-23,4905212;-47,5090221
6930;64873000;RUA DIRCEU ARCOVERDE;SN;ZONA RURAL;SEBASTIAO LEAL;PI;-7,5664555;-44,0643642
6931;58500000;SITIO TAMANDUA;SN;ZONA RURAL;MONTEIRO;PB;-7,8887727;-37,1171012
6932;11250000;RUA GENERAL OSORIO;259;JARDIM PAULISTA;BERTIOGA;SP;-23,8392171;-46,1339912
6933;74465170;AVENIDA INDEPENDENCIA;2157;SETOR CENTRAL;GOIANIA;GO;-16,6609031;-49,2412549
6934;39804282;RUA SOARES DA COSTA;280;CONCORDIA;TEOFILO OTONI;MG;-17,8560197;-41,5150407
6935;58301626;RUA GENERINO HONORATO DA SILVA;17;POPULAR;SANTA RITA;PB;-7,135868;-34,9662353
6936;29750000;CORREGO FORTALEZA;SN;ZONA RURAL;PANCAS;ES;-19,2234241;-40,8538285
6937;22011040;AVENIDA PRADO JUNIOR;160;COPACABANA;RIO DE JANEIRO;RJ;-22,9637126;-43,1749402
6938;83326130;RUA EURIPEDES MORAIS E SILVA;22;CONJ AQUILA;PINHAIS;PR;-25,4056835;-49,1835869
6939;69930000;RUA SADALLA KOURY;134;CENTRO;XAPURI;AC;-10,6359712;-68,4945865
6940;64688000;SITIO BAIXA DO MEL;SN;ZONA RURAL;VILA NOVA DO PIAUI;PI;-7,1331222;-40,9348807
6941;37550159;TRECHO ANTONIO DA COSTA RIOS;90;COSTA RIOS;POUSO ALEGRE;MG;-22,2418778;-45,9306933
6942;08588650;RUA NICE;66;PINHEIRINHO;ITAQUAQUECETUBA;SP;-23,441968;-46,3143811
6943;76864000;AVENIDA CUJUBIM;1995;SETOR 4;CUJUBIM;RO;-9,363369;-62,5855042
6944;28750000;RUA DOUTOR AUGUSTO LEMGRUBER;SN;CENTRO;TRAJANO DE MORAIS;RJ;-22,0640027;-42,0601711
6945;64900000;AVENIDA DOUTOR RAIMUNDO SANTOS;681;AEROPORTO;BOM JESUS;PI;-9,0750489;-44,3572658
6946;65730000;AVENIDA PRESIDENTE VARGAS;128;CENTRO;SANTO ANTONIO DOS LOPES;MA;-4,8639859;-44,3548372
6947;64893000;RUA PEDRO GALES;182;CENTRO;TAMBORIL DO PIAUI;PI;-8,3776284;-42,8839697
6948;48470000;RUA PASTOR RODRIGUES SANTANA;16;CIDADE NOVA;OLINDINA;BA;-11,3618504;-38,3292234
6949;29880000;RUA GUACUI;30;ITABAIANA;MUCURICI;ES;-17,9410074;-40,5528513
6950;95290000;AVENIDA MANOEL SILVEIRA DE AZEVEDO;2521;CENTRO;BOM JESUS;RS;-28,6661235;-50,4368479
6951;36200001;PRACA PEDRO TEIXEIRA;70;CENTRO;BARBACENA;MG;-21,2219344;-43,7706811
6952;36060620;CONTORNO DA RUA ANGELO BIGGI VALE DOS PEOES;SN;LINHARES;JUIZ DE FORA;MG;-21,7624237;-43,3433999
6953;98580000;ACESSO TREVO DE ACESSO NA BR;468;TURVINHO;CORONEL BICACO;RS;-27,7163147;-53,7060219
6954;72911205;QUADRA 48;SN;JARDIM DA BARRAGEM II;AGUAS LINDAS DE GOIAS;GO;-15,7755037;-48,2753259
6955;88036800;RUA PROFMARIA FLORA PAUSEWANG;90;TRINDADE;FLORIANOPOLIS;SC;-27,5972691;-48,5195275
6956;78200000;FAZENDA SOTECO;SN;ZONA RURAL;CACERES;MT;-16,0768443;-57,6823043
6957;76484970;AVENIDA TIRADENTES;133;SETOR CENTRAL;SANTA TEREZA DE GOIAS;GO;-13,7131139;-49,0192178
6958;55805000;ACESSO NAO CONSTA NAO;;NAO CONSTA;TRACUNHAEM;PE;-7,8031351;-35,2372257
6959;38750000;PRACA JOSE BATISTA MARRA;390;CENTRO;PRESIDENTE OLEGARIO;MG;-18,4156149;-46,4214886
6960;93260048;AVENIDA PRESIDENTE VARGAS;2244;CENTRO;ESTEIO;RS;-29,8507517;-51,1762883
6961;63575000;SITIO ARARA;SN;ZONA RURAL;AIUABA;CE;-6,5697755;-40,1245462
6962;02726020;RUA HANNA ABDUCH;364;VILA PALMEIRAS;SAO PAULO;SP;-23,4976735;-46,6879492
6963;87308355;AVENIDA PIONEIRO ALFEU TEODORO DE OLIVEIRA;1240;JARDIM ALVORADA;CAMPO MOURAO;PR;-24,0436553;-52,3781098
6964;12425190;RUA MARIA OSCARINA RESENDE DE OLIVEIRA;29;BETA;PINDAMONHANGABA;SP;-22,9440202;-45,4179978
6965;13830970;RUA DOUTOR JORGE TIBIRICA;1506;CENTRO;SANTO ANTONIO DE POSSE;SP;-22,6053301;-46,9123009
6966;62700000;ASSENTAMENTO TODOS OS SANTOS I;SN;CAP PEDRO SAMPAIO;CANINDE;CE;-4,3580483;-39,3137344
6967;04546043;RUA QUATA;617;VILA OLIMPIA;SAO PAULO;SP;-23,5976568;-46,6792971
6968;77600000;RUA 13 DE MAIO;327;CENTRO;PARAISO DO TOCANTINS;TO;-10,173645;-48,883504
6969;37922000;RUA CASCA DANTA;240;CENTRO;VARGEM BONITA;MG;-20,3307219;-46,3673383
6970;74215030;RUA T 027;SN;SETOR BUENO;GOIANIA;GO;-16,6689743;-49,2328853
6971;33600000;RUA GILBERTO ALVES RODRIGUES;86;SAO GERALDO;PEDRO LEOPOLDO;MG;-19,6093189;-44,0515881
6972;75603970;RUA RIO DOS BOIS;SN;CENTRO;PORTEIRAO;GO;-17,8154088;-50,1649341
6973;13403884;RODOVIA DO ACUCAR;SN;TAQUARAL;PIRACICABA;SP;-22,7533582;-47,5978932
6974;96200370;RUA GENERAL BACELAR;196;CENTRO;RIO GRANDE;RS;-32,0319847;-52,0922876
6975;44380000;RUA MANOEL CAETANO DA ROCHA PASSOS;39;CENTRO;CRUZ DAS ALMAS;BA;-12,6735557;-39,1016848
6976;45880000;RUA 2 DE JULHO;887;CENTRO;CAMACAN;BA;-15,4123095;-39,4975922
6977;78725510;RUA CAMPO LIMPO;SN;VILA OPERARIA;RONDONOPOLIS;MT;-16,4366078;-54,6229821
6978;56395000;RUA TUPINAMBAS;230;CHAFARIZ;LAGOA GRANDE;PE;-8,9955037;-40,2762364
6979;62795000;SITIO LAGOA GRANDE;SN;ZONA RURAL;BARREIRA;CE;-4,3183242;-38,6110264
6980;89251300;RUA RODOLFO HUFENUESSLER;165;CENTRO;JARAGUA DO SUL;SC;-26,4907833;-49,0713184
6981;18072043;RUA SIMAO PEREIRA ELEUTERIO;91;PARQUE SAO BENTO;SOROCABA;SP;-23,4373641;-47,5084257
6982;89600000;RUA GETULIO VARGAS;172;CENTRO;JOACABA;SC;-27,1740976;-51,5057818
6983;09230480;RUA SANTOS;305;CAMILOPOLIS;SANTO ANDRE;SP;-23,6180594;-46,5284465
6984;88509900;AVENIDA CASTELO BRANCO;170;UNIVERSITARIO;LAGES;SC;-27,8222938;-50,3174817
6985;88504110;RUA VISCONDE DE MAUA;SN;TRIANGULO;LAGES;SC;-27,8190736;-50,3402437
6986;37548000;SITIO NOVA ESPERANCA;SN;QUILOMBO;CONCEICAO DOS OUROS;MG;-22,4126179;-45,7975235
6987;77458000;AVENIDA IPE;SN;CENTRO;SUCUPIRA;TO;-12,0158992;-48,9349353
6988;79075117;RUA ELYDIO PINHEIRO;371;PARQUE DO SOL;CAMPO GRANDE;MS;-20,5583554;-54,6501401
6989;59528000;RUA MANOEL AUGUSTO PEREIRA;15;CENTRO;BODO;RN;-5,9827031;-36,4093226
6990;58354970;RUA PRESIDENTE JOAO PESSOA;234;CENTRO;MULUNGU;PB;-7,02434;-35,4594219
6991;13970200;RUA JOAO DE MORAES;490;CENTRO;ITAPIRA;SP;-22,4391234;-46,8219469
6992;15015110;RUA XV DE NOVEMBRO;3171;CENTRO;SAO JOSE DO RIO PRETO;SP;-20,8136303;-49,3806537
6993;79472970;AVENIDA BRASIL;1740;CENTRO;RIO NEGRO;MS;-19,4485793;-54,9893621
6994;63630000;AVENIDA DOCA BELO;51A;CENTRO;PEDRA BRANCA;CE;-5,455564;-39,7157705
6995;62800000;TRAVESSA DUQUE DE CAXIAS II;1166;VARZEA DA MATRIZ;ARACATI;CE;-4,5612094;-37,7688612
6996;38760000;RUA FRANCA;1001;NACOES;SERRA DO SALITRE;MG;-19,1098255;-46,6736358
6997;86935000;AVENIDA DUQUE DE CAXIAS;477;CENTRO;LUNARDELLI;PR;-24,081151;-51,7442043
6998;85560000;AVENIDA GETULIO VARGAS;SN;N S APARECIDA;CHOPINZINHO;PR;-25,856756;-52,5220659
6999;61940010;RUA JOSE FERNANDES VIEIRA;279;CENTRO;MARANGUAPE;CE;-3,8948769;-38,683205
7000;44280970;AVENIDA DOUTOR OCTAVIO DE ARAUJO;44;CENTRO;TEODORO SAMPAIO;BA;-12,2823165;-38,6158329
7001;35300071;TRAVESSA JORGE COURA FILHO;10;CENTRO;CARATINGA;MG;-19,7898319;-42,1458399
7002;36596000;RUA PROJETADA;SN;CENTRO;ARAPONGA;MG;-20,6690965;-42,5182528
7003;14490000;RUA VISCONDE DE OURO PRETO;775;CENTRO;RIFAINA;SP;-20,0859679;-47,4257254
7004;87400000;AVENIDA GUAIRA;2047;CENTRO;CRUZEIRO DO OESTE;PR;-23,7786244;-53,0940765
7005;46360000;RUA SAO JOAO;99;CENTRO;PINDAI;BA;-14,4925803;-42,6863747
7006;46470000;AVENIDA DO AGRICULTOR;SN;SAO FELIX;RIACHO DE SANTANA;BA;-13,6063873;-42,9400663
7007;84550000;AVENIDA MANOEL RIBAS;200;ALTO DA GLORIA;REBOUCAS;PR;-25,4231888;-49,2807204
7008;62200000;VILA LAGEDO DE BAIXO;SN;ZONA RURAL;NOVA RUSSAS;CE;-4,706193;-40,56248
7009;77001376;QUADRA 305 NORTE ALAMEDA 34;SN;CENTRO;PALMAS;TO;-10,167266;-48,3443435
7010;79022350;RUA ITAQUI;114;CORONEL ANTONINO;CAMPO GRANDE;MS;-20,4406046;-54,5995787
7011;36790000;RUA EXPEDICIONARIO JOSE BALDINE;SNS;CENTROQ;MIRAI;MG;;
7012;65430000;RUA FLEURY GAMA;SN;SAO MIGUEL;VARGEM GRANDE;MA;-25,4390567;-49,1727719
7013;55790000;RUA DOM MOURA;179;CENTRO;TAQUARITINGA DO NORTE;PE;-7,8880914;-36,0924385
7014;27700000;RUA CAETANO FURQUIM;44;CENTRO;VASSOURAS;RJ;-22,4084109;-43,6612681
7015;57230000;ALD CONCEICAO;SN;ZONA RURAL;CORURIPE;AL;-10,1249995;-36,1761498
7016;70680400;QMSW 4;SN;SETOR SUDOESTE;BRASILIA;DF;-15,801519;-47,860297
7017;65800000;RUA PROJETADA;SN;SETOR INDUSTRIAL;BALSAS;MA;-7,5229754;-46,0336504
7018;39670000;RUA LIRIO;9;CENTRO;ITAMARANDIBA;MG;-17,8603507;-42,8546044
7019;63600000;SITIO BONITO;SN;ZONA RURAL;SENADOR POMPEU;CE;-5,5850423;-39,3708292
7020;19700000;RUA JOSE STERQUE FILHO;2;CONJUNTO ALDO PAES LEME;PARAGUACU PAULISTA;SP;-22,4339757;-50,5749938
7021;49890000;RUA PEROLINA ARAUJO;166;CENTRO;NOSSA SENHORA DE LOURDES;SE;-10,0776488;-37,0570297
7022;13604197;RUA VICTOR MAZON;80;PARQUE DAS ARVORES;ARARAS;SP;-22,326536;-47,3821142
7023;13563519;RUA PEDRO GOMES ESCOBAR;22;JARDIM SAO CARLOS 5;SAO CARLOS;SP;-21,9917101;-47,9284949
7024;78820000;RUA JURUCE;1121;CENTRO;JACIARA;MT;-15,9567765;-54,9759665
7025;39800600;RUA ALTO DA CATEDRAL;SN;CENTRO;TEOFILO OTONI;MG;-17,8600089;-41,5091042
7026;59343000;RUA MANOEL PAULINO DOS SANTOS;484;COMISSAO;JARDIM DO SERIDO;RN;-6,5906171;-36,7766259
7027;57325000;SITIO SALGADO;SN;SALGADO;COITE DO NOIA;AL;-9,6325521;-36,580987
7028;45928000;RUA PAPAGAIO;75;JARDIM DOS EUCALIPTOS POSTO DA MATA;NOVA VICOSA;BA;-17,8721551;-39,3855885
7029;13490000;RUA JOAO BARROCAS;682;JARDIM PLANALTO;CORDEIROPOLIS;SP;-22,4728065;-47,4562443
7030;59192000;RUA JOSE CALAZANS;48;CENTRO;VILA FLOR;RN;-6,3087812;-35,0694293
7031;18301313;RUA CASIMIRO FERREIRA;89;VILA SAO JUDAS THADEU;CAPAO BONITO;SP;-23,99347;-48,3531916
7032;64578000;RESIDENCIAL SERRA DE SAO FRANCISCO;SN;URBANO;CAMPO GRANDE DO PIAUI;PI;-7,1286781;-41,0318535
7033;18570000;RUA SAO PAULO;211;CENTRO;CONCHAS;SP;-23,0123909;-48,0096554
7034;88540000;VILA BAIANO;SN;FUNDO DO CAMPO;OTACILIO COSTA;SC;-27,506772;-50,1138045
7035;57055502;RUA CORONEL LIMA ROCHA;628;PINHEIRO;MACEIO;AL;-9,6386866;-35,7414187
7036;14430000;FAZENDA BOA SORTE SEDE;1;ZONA RURAL;RESTINGA;SP;-23,4577582;-46,5939487
7037;25946070;ESTRADA DA BARREIRA;602;CENTRO;GUAPIMIRIM;RJ;-22,5111293;-42,977191
7038;30140020;PRACA JOAO PESSOA;200;FUNCIONARIOS;BELO HORIZONTE;MG;-19,9289825;-43,9281198
7039;93950000;RUA LEOPOLDO;1200;PRIMAVERA;DOIS IRMAOS;RS;-29,5802015;-51,0939019
7040;18020252;RUA JOAQUIM TOLEDO PIZZA;56;VILA HORTENCIA;SOROCABA;SP;-23,5102933;-47,4420543
7041;75495000;AVENIDA BELO HORIZONTE;15;CENTRO;JESUPOLIS;GO;-15,949788;-49,3734004
7042;38610000;RUA JOAQUIM SOUTO;102;SANTA CLARA;UNAI;MG;-16,3596675;-46,902586
7043;63530000;RUA 25 DE MARCO;181;SAO VICENTE;CARIUS;CE;-6,5423798;-39,4897125
7044;52031080;RUA ODORICO MENDES;345;CAMPO GRANDE;RECIFE;PE;-8,0351936;-34,8805089
7045;89780000;RUA PREFEITO OCATAVIO U SIMON;SN;CENTRO;XAVANTINA;SC;-27,0671871;-52,3435007
7046;12960000;RODOVIA JUVENAL PONCIANO DE CAMARGO;;MORRO GRANDE;NAZARE PAULISTA;SP;-23,1784176;-46,3976372
7047;48860000;LOTEAMENTO SANTO ANTONIO;80;CENTRO;QUEIMADAS;BA;-10,9739942;-39,6297064
7048;29785000;RUA MANOEL MATIAS;156;BOA VISTA;VILA VALERIO;ES;-18,9992724;-40,3881985
7049;46580000;RUA DOS FERREIRA;SN;CENTRO;TANQUE NOVO;BA;-13,545864;-42,4907677
7050;29380000;RUA MANOEL ALONSO PORTELA;SN;CENTRO;MUNIZ FREIRE;ES;-20,4674234;-41,4147499
7051;68365000;RUA DOIS;23;CENTRO;ANAPU;PA;-3,4706396;-51,2085789
7052;15300000;RUA AZILIO ANTONIO DO PRADO;1595;CENTRO;GENERAL SALGADO;SP;-20,6463253;-50,3717053
7053;84500000;RUA TRES;31;NHAPINDAZAL;IRATI;PR;-25,4576785;-50,65264
7054;69099644;AVENIDA SANTA MARIA DOS PAES;923;ALFREDO NASCIMENTO;MANAUS;AM;-3,1190275;-60,0217314
7055;13660000;RUA DOUTOR ERLINDO SALZANO;568;JARDIM PRIMAVERA;PORTO FERREIRA;SP;-21,8563884;-47,4898169
7056;13416900;RUA ALFREDO GUEDES;1949;HIGIENOPOLIS;PIRACICABA;SP;-22,7367254;-47,6463243
7057;72600100;QUADRA 403;;RECANTO DAS EMAS;BRASILIA;DF;-15,801519;-47,860297
7058;96490000;AVENIDA SEIS DE JULHO;22;CENTRO;PIRATINI;RS;-31,4490107;-53,1068147
7059;55555000;RUA JOSE FELICIANO;121;SETE DE SETEMBRO;XEXEU;PE;-8,7946628;-35,6260866
7060;88220000;RUA 112;51;CENTRO;ITAPEMA;SC;-27,0910909;-48,6153566
7061;57620000;SITIO LAGOA REDONDA;SN;ZONA RURAL;IGACI;AL;-9,5287917;-36,6741487
7062;65924970;AVENIDA RIO BRANCO;75;CENTRO;VILA NOVA DOS MARTIRIOS;MA;-5,1894005;-48,135534
7063;85460000;RUA ROMEIRA;SN;BOM PASTOR;QUEDAS DO IGUACU;PR;-25,4451039;-52,9144584
7064;18480000;RUA RUBENS CHUERI GURGEL;1147;CENTRO;ITAPORANGA;SP;-23,7047572;-49,4823246
7065;30001970;RUA RADIALISTA M SOBRINHO;95;CEU AZUL II;BELO HORIZONTE;MG;-19,8122294;-44,0050075
7066;57320000;POVOADO MARRUAS;SN;ZONA RURAL;CRAIBAS;AL;-9,617722;-36,7666657
7067;19645000;AVENIDA CLEMENTINO;28;CENTRO;NANTES;SP;-22,6169792;-51,2395358
7068;68750000;RUA GONCALO FERREIRA;125;CENTRO;CURUCA;PA;-0,7398782;-47,851888
7069;56160000;RUA GERALDOMARQUES DA SILVA;SN;CENTRO;GRANITO;PE;-7,7121243;-39,6144553
7070;77300000;RUA BURITI;6;SETOR SANTA LUZIA;DIANOPOLIS;TO;-11,7;-46,75
7071;02765070;RUA JOSE FREDERICO;64;VILA NOVA CACHOEIRINHA;SAO PAULO;SP;-23,4770379;-46,6715733
7072;57670000;AVENIDA ALAGOAS;36;CENTRO;MARIBONDO;AL;-9,5749002;-36,3026768
7073;38755000;AVENIDA SANTOS DUMONT;785;CENTRO;LAGOA GRANDE;MG;-17,8433292;-46,5175779
7074;75980000;RUA BENJAMIM CONSTANT;46;CENTRO;PARAUNA;GO;-16,9483347;-50,4642259
7075;71710570;AVENIDA CENTRAL;;NUCLEO BANDEIRANTE;BRASILIA;DF;-15,801519;-47,860297
7076;14783215;RUA 30;2449;FORTALEZA;BARRETOS;SP;-20,5722375;-48,5656354
7077;29680000;RUA PROJETADA;SN;SANTO AFONSO;JOAO NEIVA;ES;-19,7635252;-40,3710343
7078;79841030;RUA JOAQUIM TEIXEIRA ALVES;2498;CENTRO;DOURADOS;MS;-22,2283376;-54,8031056
7079;83221170;RUA FREI JOSE THOMAS;SN;PORTO DOS PADRES;PARANAGUA;PR;-25,5138189;-48,5340857
7080;17540000;RUA NELSON TEIXEIRA DA SILVA;44;LIMA E SILVA;OCAUCU;SP;-22,4405968;-49,9208703
7081;11360400;RUA ANADIR DIAS DE CARVALHO;438;VILA JOCKEI CLUBE;SAO VICENTE;SP;-23,9396987;-46,3965796
7082;66010010;AVENIDA ASSIS DE VASCONCELOS;359;REDUTO;BELEM;PA;-1,4493858;-48,4949124
7083;88504050;RUA MARCIANO ANTUNES;49;COPACABANA;LAGES;SC;-27,8160873;-50,3397427
7084;82015210;RUA ALBINO TESSEROLLI;129;SANTA FELICIDADE;CURITIBA;PR;-25,4163429;-49,3303206
7085;63610000;RUA CORONEL JOSE ADERALDO;458;CENTRO;MOMBACA;CE;-5,7431205;-39,628501
7086;40080001;AVENIDA SETE DE SETEMBRO;1238;CAMPO GRANDE;SALVADOR;BA;-12,9859113;-38,5202329
7087;65900970;RUA NAUTICO CLUBE;;BALNEARIO;IMPERATRIZ;MA;-5,5205508;-47,4718408
7088;59300000;LOCALIDADE CENTRO PASTORALD WAGNER;SN;BAIRRO DA PARAIBA;CAICO;RN;-6,4599655;-37,0936867
7089;32400000;RUA JOSE MARIA TAITSON;273;CENTRO;IBIRITE;MG;-20,0214491;-44,0582213
7090;58733000;SITIO PREACAS;SN;ZONA RURAL;QUIXABA;PB;-7,0318978;-37,1496108
7091;77402100;RUA PRESIDENTE JUSCELINO KUBSTCHEK;2360;CENTRO;GURUPI;TO;-11,7376466;-49,0602163
7092;62748000;RUA JOSE SARAIVA SOBRINHO;11;CENTRO;CAPISTRANO;CE;-4,4683602;-38,9055858
7093;35661072;AVENIDA PADRE JOSE VIEGAS;1203;SANTA EDWIRGES;PARA DE MINAS;MG;-19,8789176;-44,5747193
7094;89290000;SERRINHA DO GATZ;SN;BELA ALIANCA;SAO BENTO DO SUL;SC;-26,2309485;-49,3322745
7095;55490000;RUA JOSE FELIX RODRIGUES;35;CENTRO;ALTINHO;PE;-8,4834102;-36,058742
7096;76720000;RODOVIA GO 164;;ZONAL;ARAGUAPAZ;GO;-15,0808258;-50,6329597
7097;76110000;RUA PEDRO LUDOVICO TEIXEIRA;SN;CENTRO;TURVANIA;GO;-16,6080951;-50,1235599
7098;63700000;RUA 5;93;VENANCIOS II;CRATEUS;CE;-5,178204;-40,6695522
7099;88890000;RUA ETIENE STAVIARSKI;279;CENTRO;GRAO PARA;SC;-28,1865802;-49,2130837
7100;29345000;AVENIDA BEIRA MAR;SN;LAGOA DO SIRI;MARATAIZES;ES;-21,0114151;-40,8088738
7101;64265000;CAMPO LOCALIDADE GAMELEIRA;SN;ZONA RURAL;BRASILEIRA;PI;-4,134077;-41,7862269
7102;26260290;RUA EMILIA DE JESUS;252;DOM RODRIGO;NOVA IGUACU;RJ;-22,7590681;-43,4777894
